"GeneID" "Chr" "Start" "End" "Strand" "Length"
"71" "OL67_000077" 1 92343 95471 "+" 3129
"72" "OL67_000078" 1 95461 96381 "+" 921
"73" "OL67_000079" 1 96444 97388 "+" 945
"74" "OL67_000080" 1 97484 98752 "+" 1269
"75" "OL67_000081" 1 98880 99950 "-" 1071
"76" "OL67_000082" 1 100175 101416 "+" 1242
"77" "OL67_000083" 1 101435 102355 "-" 921
"78" "OL67_000084" 1 102352 102972 "-" 621
"79" "OL67_000085" 1 102984 103949 "-" 966
"80" "OL67_000086" 1 104030 104482 "-" 453
"81" "OL67_000087" 1 104482 105975 "-" 1494
"82" "OL67_000088" 1 105979 106812 "-" 834
"83" "OL67_000089" 1 106990 107928 "-" 939
"84" "OL67_000090" 1 108287 108910 "+" 624
"85" "OL67_000091" 1 108937 109485 "-" 549
"86" "OL67_000092" 1 109649 110350 "+" 702
"87" "OL67_000093" 1 110419 110763 "+" 345
"88" "OL67_000094" 1 110801 111646 "-" 846
"89" "OL67_000095" 1 111658 113052 "-" 1395
"90" "OL67_000096" 1 113351 113746 "-" 396
"91" "OL67_000097" 1 113885 114535 "+" 651
"92" "OL67_000098" 1 114569 115723 "-" 1155
"93" "OL67_000099" 1 115897 117075 "+" 1179
"94" "OL67_000100" 1 117154 118176 "+" 1023
"95" "OL67_000101" 1 118306 118641 "+" 336
"96" "OL67_000102" 1 118769 120442 "+" 1674
"97" "OL67_000103" 1 120451 121521 "-" 1071
"98" "OL67_000104" 1 121518 122549 "-" 1032
"99" "OL67_000105" 1 122609 123358 "-" 750
"100" "OL67_000106" 1 123351 124127 "-" 777
"101" "OL67_000107" 1 124220 125404 "-" 1185
"102" "OL67_000108" 1 125547 126317 "-" 771
"103" "OL67_000109" 1 126455 127864 "-" 1410
"104" "OL67_000110" 1 128093 128527 "+" 435
"105" "OL67_000111" 1 128537 129811 "-" 1275
"106" "OL67_000112" 1 129804 131381 "-" 1578
"107" "OL67_000113" 1 131587 132405 "+" 819
"108" "OL67_000114" 1 132504 134180 "+" 1677
"109" "OL67_000115" 1 134220 135059 "+" 840
"110" "OL67_000116" 1 135365 136489 "+" 1125
"111" "OL67_000117" 1 136643 137755 "+" 1113
"112" "OL67_000118" 1 137769 138689 "+" 921
"113" "OL67_000119" 1 138686 140011 "+" 1326
"114" "OL67_000120" 1 140112 143585 "-" 3474
"115" "OL67_000121" 1 143852 146245 "+" 2394
"116" "OL67_000122" 1 146253 146873 "-" 621
"117" "OL67_000124" 1 148353 149624 "+" 1272
"118" "OL67_000125" 1 149624 150100 "+" 477
"119" "OL67_000126" 1 150097 150639 "+" 543
"120" "OL67_000127" 1 150709 152010 "+" 1302
"121" "OL67_000128" 1 152173 152652 "+" 480
"122" "OL67_000129" 1 152656 153114 "+" 459
"123" "OL67_000130" 1 153111 153506 "+" 396
"124" "OL67_000131" 1 153506 154096 "+" 591
"125" "OL67_000132" 1 154119 154997 "+" 879
"126" "OL67_000133" 1 155082 155300 "+" 219
"127" "OL67_000134" 1 155501 156082 "+" 582
"128" "OL67_000135" 1 156079 157101 "+" 1023
"129" "OL67_000136" 1 157098 157280 "+" 183
"130" "OL67_000138" 1 157468 158580 "-" 1113
"131" "OL67_000139" 1 158580 158816 "-" 237
"132" "OL67_000140" 1 158829 159044 "-" 216
"133" "OL67_000141" 1 159170 159565 "+" 396
"134" "OL67_000142" 1 159574 159816 "+" 243
"135" "OL67_000143" 1 160704 163802 "+" 3099
"136" "OL67_000144" 1 163799 164455 "+" 657
"137" "OL67_000145" 1 164737 165165 "-" 429
"138" "OL67_000146" 1 165368 165733 "-" 366
"139" "OL67_000147" 1 166081 166500 "-" 420
"140" "OL67_000148" 1 166577 166966 "+" 390
"141" "OL67_000149" 1 166980 167285 "+" 306
"142" "OL67_000150" 1 167295 167549 "+" 255
"143" "OL67_000151" 1 167546 167755 "+" 210
"144" "OL67_000152" 1 167767 169200 "+" 1434
"145" "OL67_000153" 1 169444 169998 "+" 555
"146" "OL67_000154" 1 170182 170481 "-" 300
"147" "OL67_000155" 1 170478 171374 "-" 897
"148" "OL67_000156" 1 171377 171613 "-" 237
"149" "OL67_000157" 1 171616 172320 "-" 705
"150" "OL67_000158" 1 172317 172793 "-" 477
"151" "OL67_000159" 1 172829 174040 "-" 1212
"152" "OL67_000160" 1 174101 174826 "-" 726
"153" "OL67_000161" 1 176591 177925 "+" 1335
"154" "OL67_000162" 1 178576 180633 "-" 2058
"155" "OL67_000163" 1 180666 182123 "-" 1458
"156" "OL67_000164" 1 182120 183697 "-" 1578
"157" "OL67_000165" 1 183694 184719 "-" 1026
"158" "OL67_000166" 1 184728 185171 "-" 444
"159" "OL67_000167" 1 185359 185997 "-" 639
"160" "OL67_000168" 1 186112 186531 "-" 420
"161" "OL67_000169" 1 186901 187698 "-" 798
"162" "OL67_000170" 1 188091 189041 "+" 951
"163" "OL67_000171" 1 189043 189840 "+" 798
"164" "OL67_000172" 1 189833 190609 "+" 777
"165" "OL67_000173" 1 190606 191802 "+" 1197
"166" "OL67_000174" 1 191844 192971 "+" 1128
"167" "OL67_000175" 1 193084 193590 "-" 507
"168" "OL67_000176" 1 193641 193961 "-" 321
"169" "OL67_000177" 1 194207 195052 "+" 846
"170" "OL67_000178" 1 195163 195324 "+" 162
"171" "OL67_000179" 1 195430 196758 "-" 1329
"172" "OL67_000180" 1 196868 197977 "+" 1110
"173" "OL67_000181" 1 198010 199281 "-" 1272
"174" "OL67_000182" 1 199374 199778 "-" 405
"175" "OL67_000183" 1 199858 201099 "+" 1242
"176" "OL67_000184" 1 201162 201419 "-" 258
"177" "OL67_000185" 1 201556 202269 "+" 714
"178" "OL67_000186" 1 202505 203674 "-" 1170
"179" "OL67_000187" 1 203671 205845 "-" 2175
"180" "OL67_000188" 1 206034 207353 "-" 1320
"181" "OL67_000189" 1 207442 211134 "-" 3693
"182" "OL67_000190" 1 211839 213773 "+" 1935
"183" "OL67_000191" 1 213795 215132 "+" 1338
"184" "OL67_000192" 1 215119 216627 "+" 1509
"185" "OL67_000193" 1 216635 217300 "-" 666
"186" "OL67_000194" 1 217479 218594 "-" 1116
"187" "OL67_000195" 1 218924 221440 "+" 2517
"188" "OL67_000196" 1 221437 221838 "+" 402
"189" "OL67_000197" 1 222131 222967 "-" 837
"190" "OL67_000198" 1 222979 223623 "-" 645
"191" "OL67_000199" 1 223623 224348 "-" 726
"192" "OL67_000200" 1 224335 224760 "-" 426
"193" "OL67_000201" 1 224847 225764 "+" 918
"194" "OL67_000202" 1 226002 226877 "+" 876
"195" "OL67_000203" 1 226882 227967 "+" 1086
"196" "OL67_000204" 1 227964 228731 "+" 768
"197" "OL67_000205" 1 228731 229504 "+" 774
"198" "OL67_000206" 1 229548 231485 "+" 1938
"199" "OL67_000207" 1 231532 232692 "+" 1161
"200" "OL67_000208" 1 232847 233764 "+" 918
"201" "OL67_000209" 1 234172 235836 "+" 1665
"202" "OL67_000210" 1 235992 236981 "+" 990
"203" "OL67_000212" 1 237489 238502 "-" 1014
"204" "OL67_000213" 1 238770 240071 "+" 1302
"205" "OL67_000214" 1 240145 241026 "+" 882
"206" "OL67_000215" 1 241037 241918 "+" 882
"207" "OL67_000216" 1 241931 242977 "+" 1047
"208" "OL67_000217" 1 242974 243975 "+" 1002
"209" "OL67_000218" 1 244078 245148 "+" 1071
"210" "OL67_000219" 1 245268 246788 "+" 1521
"211" "OL67_000220" 1 246785 247969 "+" 1185
"212" "OL67_000221" 1 247973 249316 "+" 1344
"213" "OL67_000222" 1 249408 250280 "-" 873
"214" "OL67_000223" 1 250369 251550 "+" 1182
"215" "OL67_000224" 1 251560 252216 "-" 657
"216" "OL67_000225" 1 252412 253341 "+" 930
"217" "OL67_000226" 1 253338 254099 "+" 762
"218" "OL67_000227" 1 254336 255133 "+" 798
"219" "OL67_000228" 1 255308 256252 "+" 945
"220" "OL67_000229" 1 256287 257063 "+" 777
"221" "OL67_000230" 1 257378 259267 "+" 1890
"222" "OL67_000231" 1 259464 260135 "+" 672
"223" "OL67_000232" 1 260135 260380 "+" 246
"224" "OL67_000233" 1 260384 260845 "+" 462
"225" "OL67_000234" 1 260897 261211 "-" 315
"226" "OL67_000235" 1 261208 263118 "-" 1911
"227" "OL67_000236" 1 263196 264158 "-" 963
"228" "OL67_000237" 1 264170 264898 "+" 729
"229" "OL67_000238" 1 264895 265803 "+" 909
"230" "OL67_000239" 1 265800 266327 "+" 528
"231" "OL67_000240" 1 266392 267762 "+" 1371
"232" "OL67_000241" 1 267958 268233 "+" 276
"233" "OL67_000242" 1 268332 268805 "-" 474
"234" "OL67_000243" 1 269085 269690 "-" 606
"235" "OL67_000244" 1 269690 271000 "-" 1311
"236" "OL67_000245" 1 270997 271404 "-" 408
"237" "OL67_000246" 1 271406 271963 "-" 558
"238" "OL67_000247" 1 271967 272962 "-" 996
"239" "OL67_000248" 1 273070 273831 "+" 762
"240" "OL67_000249" 1 273907 274449 "+" 543
"241" "OL67_000250" 1 274587 276077 "+" 1491
"242" "OL67_000251" 1 276083 279475 "+" 3393
"243" "OL67_000252" 1 279513 280022 "-" 510
"244" "OL67_000253" 1 280055 280909 "-" 855
"245" "OL67_000254" 1 281087 281644 "+" 558
"246" "OL67_000255" 1 281681 282628 "-" 948
"247" "OL67_000256" 1 282761 284467 "+" 1707
"248" "OL67_000257" 1 284464 285501 "+" 1038
"249" "OL67_000258" 1 285526 285990 "+" 465
"250" "OL67_000259" 1 285974 286558 "+" 585
"251" "OL67_000260" 1 286647 286781 "+" 135
"252" "OL67_000261" 1 286790 287458 "+" 669
"253" "OL67_000262" 1 287539 287874 "-" 336
"254" "OL67_000263" 1 287871 288596 "-" 726
"255" "OL67_000264" 1 288656 289558 "+" 903
"256" "OL67_000265" 1 289621 290262 "+" 642
"257" "OL67_000266" 1 290259 290750 "+" 492
"258" "OL67_000267" 1 290747 291559 "+" 813
"259" "OL67_000268" 1 291556 292812 "+" 1257
"260" "OL67_000269" 1 292824 293843 "-" 1020
"261" "OL67_000270" 1 293952 294422 "-" 471
"262" "OL67_000271" 1 294724 294963 "-" 240
"263" "OL67_000272" 1 294953 295336 "-" 384
"264" "OL67_000273" 1 295485 295979 "+" 495
"265" "OL67_000274" 1 296137 297786 "+" 1650
"266" "OL67_000275" 1 297927 299675 "+" 1749
"267" "OL67_000276" 1 299665 300501 "+" 837
"268" "OL67_000277" 1 300576 301796 "-" 1221
"269" "OL67_000278" 1 301844 302611 "+" 768
"270" "OL67_000279" 1 302770 302949 "+" 180
"271" "OL67_000280" 1 303065 303931 "-" 867
"272" "OL67_000281" 1 303928 304869 "-" 942
"273" "OL67_000282" 1 304983 305129 "+" 147
"274" "OL67_000283" 1 305204 305926 "-" 723
"275" "OL67_000284" 1 306132 307307 "-" 1176
"276" "OL67_000285" 1 307604 308416 "-" 813
"277" "OL67_000286" 1 308562 309497 "-" 936
"278" "OL67_000287" 1 309490 309930 "-" 441
"279" "OL67_000288" 1 310049 310612 "-" 564
"280" "OL67_000289" 1 310635 312029 "+" 1395
"281" "OL67_000290" 1 312111 312296 "+" 186
"282" "OL67_000291" 1 312349 313614 "+" 1266
"283" "OL67_000292" 1 313667 316480 "+" 2814
"284" "OL67_000293" 1 316536 317417 "-" 882
"285" "OL67_000294" 1 317563 318312 "+" 750
"286" "OL67_000295" 1 318309 319208 "+" 900
"287" "OL67_000296" 1 319205 319954 "+" 750
"288" "OL67_000297" 1 319932 320537 "+" 606
"289" "OL67_000298" 1 320611 320925 "-" 315
"290" "OL67_000299" 1 321046 322443 "-" 1398
"291" "OL67_000300" 1 322534 322923 "-" 390
"292" "OL67_000301" 1 322920 323447 "-" 528
"293" "OL67_000302" 1 323464 323898 "-" 435
"294" "OL67_000303" 1 323906 325459 "-" 1554
"295" "OL67_000304" 1 325466 328423 "-" 2958
"296" "OL67_000305" 1 328688 329572 "-" 885
"297" "OL67_000306" 1 329589 329945 "-" 357
"298" "OL67_000307" 1 329954 331147 "-" 1194
"299" "OL67_000308" 1 331761 332723 "-" 963
"300" "OL67_000309" 1 332887 333642 "+" 756
"301" "OL67_000310" 1 333753 334082 "-" 330
"302" "OL67_000311" 1 334467 335321 "+" 855
"303" "OL67_000312" 1 335357 335905 "+" 549
"304" "OL67_000313" 1 335912 336115 "+" 204
"305" "OL67_000314" 1 336115 337146 "+" 1032
"306" "OL67_000315" 1 337228 337860 "+" 633
"307" "OL67_000316" 1 337911 338582 "+" 672
"308" "OL67_000317" 1 338774 339157 "+" 384
"309" "OL67_000318" 1 339176 339547 "+" 372
"310" "OL67_000319" 1 339563 341368 "+" 1806
"311" "OL67_000320" 1 341453 342367 "+" 915
"312" "OL67_000321" 1 342367 342501 "+" 135
"313" "OL67_000322" 1 342518 343297 "+" 780
"314" "OL67_000323" 1 343510 343710 "+" 201
"315" "OL67_000324" 1 344224 345399 "+" 1176
"316" "OL67_000325" 1 345492 346367 "+" 876
"317" "OL67_000326" 1 346443 347147 "-" 705
"318" "OL67_000327" 1 347171 347488 "-" 318
"319" "OL67_000328" 1 347609 349576 "-" 1968
"320" "OL67_000329" 1 349918 351321 "+" 1404
"321" "OL67_000330" 1 351483 352763 "+" 1281
"322" "OL67_000331" 1 353083 353802 "+" 720
"323" "OL67_000332" 1 353897 354538 "+" 642
"324" "OL67_000333" 1 354647 356185 "+" 1539
"325" "OL67_000334" 1 356182 356940 "+" 759
"326" "OL67_000335" 1 357036 357830 "-" 795
"327" "OL67_000336" 1 357928 359022 "-" 1095
"328" "OL67_000337" 1 359085 360050 "-" 966
"329" "OL67_000338" 1 360050 361144 "-" 1095
"330" "OL67_000339" 1 361145 362674 "-" 1530
"331" "OL67_000340" 1 362873 363868 "-" 996
"332" "OL67_000341" 1 363998 364462 "-" 465
"333" "OL67_000342" 1 364479 365075 "-" 597
"334" "OL67_000343" 1 365065 365628 "-" 564
"335" "OL67_000344" 1 365791 366246 "-" 456
"336" "OL67_000345" 1 366333 367199 "-" 867
"337" "OL67_000346" 1 367326 368093 "-" 768
"338" "OL67_000347" 1 368156 369229 "-" 1074
"339" "OL67_000348" 1 369240 369713 "-" 474
"340" "OL67_000349" 1 369784 370557 "-" 774
"341" "OL67_000350" 1 370557 370841 "-" 285
"342" "OL67_000351" 1 370916 371893 "-" 978
"343" "OL67_000352" 1 371917 373119 "-" 1203
"344" "OL67_000353" 1 373455 375101 "+" 1647
"345" "OL67_000354" 1 375376 377469 "+" 2094
"346" "OL67_000355" 1 377471 378646 "+" 1176
"347" "OL67_000356" 1 378736 379935 "+" 1200
"348" "OL67_000357" 1 379932 381077 "+" 1146
"349" "OL67_000358" 1 381058 381522 "+" 465
"350" "OL67_000359" 1 381586 383091 "+" 1506
"351" "OL67_000360" 1 383157 383846 "-" 690
"352" "OL67_000361" 1 384023 384841 "+" 819
"353" "OL67_000362" 1 384899 385807 "+" 909
"354" "OL67_000363" 1 385967 386836 "+" 870
"355" "OL67_000364" 1 386833 388203 "+" 1371
"356" "OL67_000365" 1 388226 388864 "+" 639
"357" "OL67_000366" 1 388908 389642 "-" 735
"358" "OL67_000367" 1 389751 390227 "+" 477
"359" "OL67_000368" 1 390227 390823 "+" 597
"360" "OL67_000369" 1 390827 391936 "+" 1110
"361" "OL67_000370" 1 391979 392836 "+" 858
"362" "OL67_000371" 1 392836 393606 "+" 771
"363" "OL67_000372" 1 393616 394299 "+" 684
"364" "OL67_000373" 1 394296 394868 "+" 573
"365" "OL67_000374" 1 394850 395533 "-" 684
"366" "OL67_000375" 1 395586 396728 "+" 1143
"367" "OL67_000376" 1 396801 397280 "-" 480
"368" "OL67_000377" 1 397281 398039 "-" 759
"369" "OL67_000378" 1 398036 399178 "-" 1143
"370" "OL67_000379" 1 399175 399765 "-" 591
"371" "OL67_000380" 1 399762 400880 "-" 1119
"372" "OL67_000381" 1 400877 402136 "-" 1260
"373" "OL67_000382" 1 402133 403344 "-" 1212
"374" "OL67_000383" 1 403341 403493 "-" 153
"375" "OL67_000384" 1 403786 406128 "+" 2343
"376" "OL67_000385" 1 406133 407509 "-" 1377
"377" "OL67_000386" 1 407547 408701 "-" 1155
"378" "OL67_000387" 1 408698 409726 "-" 1029
"379" "OL67_000388" 1 409739 411682 "-" 1944
"380" "OL67_000389" 1 411675 413453 "-" 1779
"381" "OL67_000390" 1 413730 414239 "+" 510
"382" "OL67_000391" 1 414352 414981 "+" 630
"383" "OL67_000392" 1 415102 415767 "+" 666
"384" "OL67_000393" 1 415777 419199 "-" 3423
"385" "OL67_000394" 1 419339 419809 "+" 471
"386" "OL67_000395" 1 419859 420251 "-" 393
"387" "OL67_000396" 1 420552 423503 "+" 2952
"388" "OL67_000397" 1 423574 424422 "+" 849
"389" "OL67_000398" 1 424522 425754 "-" 1233
"390" "OL67_000399" 1 425784 426875 "-" 1092
"391" "OL67_000400" 1 427022 428371 "-" 1350
"392" "OL67_000401" 1 428553 429341 "-" 789
"393" "OL67_000402" 1 429436 430638 "-" 1203
"394" "OL67_000403" 1 430676 431650 "-" 975
"395" "OL67_000404" 1 431647 432513 "-" 867
"396" "OL67_000405" 1 432518 433204 "-" 687
"397" "OL67_000406" 1 433392 433820 "+" 429
"398" "OL67_000407" 1 433904 434998 "+" 1095
"399" "OL67_000408" 1 435053 435844 "-" 792
"400" "OL67_000409" 1 435851 437080 "-" 1230
"401" "OL67_000410" 1 437128 437637 "-" 510
"402" "OL67_000411" 1 437873 438289 "+" 417
"403" "OL67_000412" 1 438296 439204 "-" 909
"404" "OL67_000413" 1 439329 440126 "+" 798
"405" "OL67_000414" 1 440166 441035 "-" 870
"406" "OL67_000415" 1 441179 442504 "+" 1326
"407" "OL67_000416" 1 442662 443279 "+" 618
"408" "OL67_000417" 1 443291 443593 "+" 303
"409" "OL67_000418" 1 443747 444754 "+" 1008
"410" "OL67_000419" 1 444877 445407 "+" 531
"411" "OL67_000420" 1 445413 446312 "+" 900
"412" "OL67_000421" 1 446309 447820 "+" 1512
"413" "OL67_000422" 1 447937 449118 "+" 1182
"414" "OL67_000423" 1 449284 450003 "+" 720
"415" "OL67_000424" 1 450096 450860 "+" 765
"416" "OL67_000425" 1 450994 452343 "+" 1350
"417" "OL67_000426" 1 452340 452945 "+" 606
"418" "OL67_000427" 1 453272 454951 "+" 1680
"419" "OL67_000428" 1 455285 455569 "+" 285
"420" "OL67_000429" 1 455569 455919 "+" 351
"421" "OL67_000430" 1 455927 456580 "+" 654
"422" "OL67_000431" 1 456736 457989 "+" 1254
"423" "OL67_000432" 1 458067 458450 "-" 384
"424" "OL67_000433" 1 458460 459623 "-" 1164
"425" "OL67_000434" 1 459701 460447 "-" 747
"426" "OL67_000435" 1 460646 461275 "-" 630
"427" "OL67_000436" 1 461400 462566 "-" 1167
"428" "OL67_000437" 1 462703 463494 "-" 792
"429" "OL67_000438" 1 463607 464119 "-" 513
"430" "OL67_000439" 1 464416 465513 "+" 1098
"431" "OL67_000440" 1 465669 466589 "+" 921
"432" "OL67_000442" 1 467004 468185 "+" 1182
"433" "OL67_000443" 1 468193 469068 "+" 876
"434" "OL67_000444" 1 469166 469375 "+" 210
"435" "OL67_000445" 1 469555 469902 "+" 348
"436" "OL67_000446" 1 469895 470380 "+" 486
"437" "OL67_000447" 1 470514 471146 "+" 633
"438" "OL67_000448" 1 471382 472080 "+" 699
"439" "OL67_000449" 1 472101 473198 "-" 1098
"440" "OL67_000450" 1 473198 473608 "-" 411
"441" "OL67_000451" 1 474058 475002 "+" 945
"442" "OL67_000452" 1 475032 475694 "-" 663
"443" "OL67_000453" 1 475856 476815 "+" 960
"444" "OL67_000454" 1 476806 477750 "+" 945
"445" "OL67_000455" 1 477750 479180 "+" 1431
"446" "OL67_000456" 1 479234 480484 "+" 1251
"447" "OL67_000457" 1 480652 482934 "+" 2283
"448" "OL67_000458" 1 483079 484230 "-" 1152
"449" "OL67_000459" 1 484220 484618 "-" 399
"450" "OL67_000460" 1 484771 485049 "-" 279
"451" "OL67_000461" 1 485049 485846 "-" 798
"452" "OL67_000462" 1 485861 486724 "-" 864
"453" "OL67_000463" 1 486724 487839 "-" 1116
"454" "OL67_000464" 1 487847 488923 "-" 1077
"455" "OL67_000465" 1 489077 490810 "-" 1734
"456" "OL67_000466" 1 491138 492268 "+" 1131
"457" "OL67_000467" 1 492297 493205 "-" 909
"458" "OL67_000468" 1 494058 494708 "+" 651
"459" "OL67_000469" 1 494783 495856 "+" 1074
"460" "OL67_000470" 1 495929 497215 "+" 1287
"461" "OL67_000471" 1 497249 498613 "-" 1365
"462" "OL67_000472" 1 498758 499975 "+" 1218
"463" "OL67_000473" 1 499994 500836 "-" 843
"464" "OL67_000474" 1 500833 503403 "-" 2571
"465" "OL67_000475" 1 503400 504302 "-" 903
"466" "OL67_000476" 1 504299 505012 "-" 714
"467" "OL67_000477" 1 505009 509655 "-" 4647
"468" "OL67_000478" 1 509652 510722 "-" 1071
"469" "OL67_000479" 1 510719 517213 "-" 6495
"470" "OL67_000480" 1 517470 518933 "-" 1464
"471" "OL67_000481" 1 519095 519847 "+" 753
"472" "OL67_000482" 1 519867 520850 "-" 984
"473" "OL67_000483" 1 520850 521959 "-" 1110
"474" "OL67_000484" 1 522132 523082 "+" 951
"475" "OL67_000485" 1 523109 526774 "-" 3666
"476" "OL67_000486" 1 526771 528624 "-" 1854
"477" "OL67_000487" 1 528873 530105 "-" 1233
"478" "OL67_000488" 1 530287 531261 "+" 975
"479" "OL67_000489" 1 531346 531717 "-" 372
"480" "OL67_000490" 1 531872 533287 "+" 1416
"481" "OL67_000491" 1 533331 533816 "+" 486
"482" "OL67_000492" 1 533957 535384 "+" 1428
"483" "OL67_000493" 1 535490 536530 "-" 1041
"484" "OL67_000494" 1 536600 537112 "-" 513
"485" "OL67_000495" 1 537224 538054 "-" 831
"486" "OL67_000496" 1 538235 539005 "-" 771
"487" "OL67_000497" 1 539405 540856 "+" 1452
"488" "OL67_000498" 1 541495 541857 "+" 363
"489" "OL67_000499" 1 541999 544848 "+" 2850
"490" "OL67_000500" 1 544994 546232 "+" 1239
"491" "OL67_000501" 1 546496 547194 "+" 699
"492" "OL67_000502" 1 547194 547547 "+" 354
"493" "OL67_000503" 1 547544 548341 "+" 798
"494" "OL67_000504" 1 548367 548831 "+" 465
"495" "OL67_000505" 1 549226 550002 "-" 777
"496" "OL67_000506" 1 550148 551563 "+" 1416
"497" "OL67_000507" 1 551560 552099 "+" 540
"498" "OL67_000508" 1 552096 553151 "+" 1056
"499" "OL67_000509" 1 553258 553668 "-" 411
"500" "OL67_000510" 1 553825 555132 "+" 1308
"501" "OL67_000511" 1 555134 555622 "+" 489
"502" "OL67_000512" 1 555865 558915 "+" 3051
"503" "OL67_000513" 1 559110 559457 "-" 348
"504" "OL67_000514" 1 559673 560161 "+" 489
"505" "OL67_000515" 1 560452 561147 "-" 696
"506" "OL67_000516" 1 561308 561649 "-" 342
"507" "OL67_000517" 1 561747 562682 "-" 936
"508" "OL67_000518" 1 562679 563530 "-" 852
"509" "OL67_000519" 1 563570 564223 "-" 654
"510" "OL67_000520" 1 564371 566566 "+" 2196
"511" "OL67_000521" 1 566619 567683 "-" 1065
"512" "OL67_000522" 1 567814 569049 "+" 1236
"513" "OL67_000523" 1 569186 570058 "+" 873
"514" "OL67_000524" 1 570164 570508 "+" 345
"515" "OL67_000525" 1 570713 570931 "-" 219
"516" "OL67_000526" 1 571315 571812 "+" 498
"517" "OL67_000527" 1 571809 572498 "+" 690
"518" "OL67_000528" 1 572498 572623 "+" 126
"519" "OL67_000529" 1 572598 573647 "+" 1050
"520" "OL67_000530" 1 573958 574623 "+" 666
"521" "OL67_000531" 1 574649 575035 "+" 387
"522" "OL67_000532" 1 575150 575845 "+" 696
"523" "OL67_000533" 1 575849 576337 "+" 489
"524" "OL67_000534" 1 576351 577520 "+" 1170
"525" "OL67_000535" 1 577517 578857 "+" 1341
"526" "OL67_000536" 1 578979 579488 "+" 510
"527" "OL67_000537" 1 579495 580337 "+" 843
"528" "OL67_000538" 1 580436 581596 "+" 1161
