"GeneID","Chr","Start","End","Strand","Length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gap"
"OL67_000038",1,40407,42014,"-",1608,261.482939349121,-0.213788822846128,0.145524378412805,-1.46909284326011,0.141807608653858,0.254444100711046,-3
"OL67_000039",1,42011,42826,"-",816,172.084907705614,-0.23649986739574,0.150882894791745,-1.56743988589408,0.117011907085691,0.219719057792614,128
"OL67_000040",1,42954,43901,"-",948,277.839102920392,0.0936508660613116,0.16752777581876,0.559016948703645,0.576150153199728,0.711429562416877,116
"OL67_000041",1,44017,45282,"+",1266,82.9547384283107,-0.39293377033691,0.350329341655431,-1.12161250462253,0.262027232539482,0.403589202977965,72
"OL67_000042",1,45354,46832,"-",1479,963.96418221584,-0.391835789675238,0.169796600742682,-2.30767746799033,0.0210170822031829,0.0538906774827468,161
"OL67_000043",1,46993,47856,"+",864,521.149270536151,0.64296138725283,0.1556084453184,4.13191832832227,3.59748252495574e-05,0.000186710757520639,8
"OL67_000044",1,47864,48721,"+",858,476.215498823899,0.319341037588249,0.140503339771126,2.27283592054426,0.0230360695170941,0.0578458055089998,68
"OL67_000045",1,48789,50273,"+",1485,629.75681228002,0.706306825928064,0.169404613975604,4.16934822111623,3.05471965288498e-05,0.000160646611227417,122
"OL67_000046",1,50395,51651,"-",1257,502.954498061995,0.522496489020465,0.14656184317871,3.56502400412201,0.000363822889297346,0.00153925068548877,103
"OL67_000047",1,51754,52302,"-",549,434.072606489796,0.458448236263017,0.133957315114885,3.42234566189866,0.000620833326644593,0.00248584327642597,259
"OL67_000048",1,52561,53025,"-",465,5016.5184851895,0.864112510508889,0.15114597985085,5.71707240484721,1.08374947233006e-08,9.44734259611016e-08,155
"OL67_000049",1,53180,54217,"-",1038,369.887815820526,0.252995676179002,0.155465054427326,1.62734755479899,0.103663303323743,0.201130172053906,126
"OL67_000050",1,54343,55104,"-",762,358.858794824645,0.13128960658648,0.174280298054136,0.753324432264273,0.45125498046505,0.606574922824711,67
"OL67_000051",1,55171,55602,"-",432,508.83053546656,-0.174570727351915,0.132216864421812,-1.3203363134901,0.186722756550958,0.314320615790394,354
"OL67_000052",1,55956,56588,"-",633,1374.52101724419,0.235809305060103,0.229035679991019,1.02957454082853,0.30320977158553,0.450886479714119,181
"OL67_000053",1,56769,57698,"-",930,524.732632653254,-0.749328886522922,0.227785505406401,-3.28962497058808,0.00100320996116515,0.00378714151212011,-27
"OL67_000054",1,57671,58594,"-",924,1138.25609423768,-0.499279308507224,0.193792278921867,-2.57636326526983,0.00998456871667349,0.0285644169702009,-3
"OL67_000055",1,58591,59955,"-",1365,911.450046841772,-0.111504751809395,0.115536654839048,-0.965102823556129,0.334493312854084,0.484843894180883,75
"OL67_000056",1,60030,60617,"-",588,362.957615140221,-0.101188304629652,0.168616995167669,-0.600107388516991,0.548434668814083,0.687063167339603,135
"OL67_000057",1,60752,61039,"+",288,2561.77609531624,0.66240704580237,0.524240775393328,1.26355498636171,0.206389798792865,0.337612778255009,202
"OL67_000058",1,61241,63340,"+",2100,1091.82535280237,0.344916056075999,0.185596438140014,1.85841958785757,0.0631094527845722,0.133858292997807,30
"OL67_000059",1,63370,64134,"+",765,63.3651737223506,0.635254678179931,0.232804052487345,2.72870970841224,0.00635826481544031,0.0194029010277656,28
"OL67_000060",1,64162,66456,"-",2295,3122.72586611807,-0.607366301140166,0.104677725018499,-5.80224972440725,6.54310147767527e-09,5.83573915576443e-08,149
"OL67_000061",1,66605,72073,"+",5469,2110.42632268353,-0.160190750739392,0.179755963998632,-0.891156806016249,0.372845053311904,0.526933051789842,63
"OL67_000062",1,72136,74160,"+",2025,272.677009096209,-0.00258520963596802,0.192914823017877,-0.0134007827678874,0.989308042339824,0.994582342641712,35
"OL67_000063",1,74195,76255,"-",2061,1215.33131357986,-0.351994749065666,0.0890162697699581,-3.95427431384526,7.67672945977088e-05,0.000374382372668629,16
"OL67_000064",1,76271,79189,"-",2919,1536.89536945795,-0.343037057836219,0.11128768341949,-3.08243506644998,0.00205314518457494,0.00720146583783594,-3
"OL67_000065",1,79186,80109,"-",924,839.10302092005,-0.399741405688866,0.149262091651964,-2.6781174058645,0.00740372615926193,0.0220940132559738,-3
"OL67_000066",1,80106,81113,"-",1008,1990.73149634415,-0.531825146813713,0.159344476928203,-3.33758130225839,0.000845109931878591,0.00325666971996368,83
"OL67_000067",1,81196,81795,"+",600,443.989907638846,-0.592537373753856,0.202645291777199,-2.92401253716434,0.00345550828936932,0.0114166259068697,278
"OL67_000068",1,82073,82825,"+",753,628.466431431485,-0.393023413949131,0.151965727204856,-2.58626350281811,0.00970227264703304,0.0279628818648114,149
"OL67_000069",1,82974,83243,"+",270,201.002798194749,-0.119672158638598,0.187060072190006,-0.639752552415573,0.52233348386717,0.665735627973605,214
"OL67_000070",1,83457,86270,"-",2814,3668.19539003722,0.0170300063805164,0.0917779919590436,0.185556537215546,0.852792539814273,0.908158081511164,228
"OL67_000071",1,86498,88552,"-",2055,1401.85054983346,-0.385793026314764,0.110141387110674,-3.50270716971364,0.00046055547785685,0.00190973789771008,208
"OL67_000072",1,88760,88942,"-",183,162.639677996357,0.456039956910347,0.281093670794272,1.62237717989786,0.104722612260818,0.202096269275262,72
"OL67_000073",1,89014,89946,"+",933,123.050098284556,0.0362564872914581,0.267772969824204,0.135400101493668,0.89229554389136,0.934785807886187,62
"OL67_000074",1,90008,90385,"-",378,272.253119382241,0.269007464891311,0.177647411988024,1.51427742110561,0.129955492695386,0.237504256206807,22
"OL67_000075",1,90407,91168,"-",762,543.796636093576,-0.141998949375981,0.144930763618455,-0.979770932207376,0.32719920355734,0.476538744423341,183
"OL67_000076",1,91351,92151,"-",801,1083.83688680916,-0.180060130102784,0.142954063419053,-1.2595663655601,0.207825835277308,0.339237554698326,192
"OL67_000077",1,92343,95471,"+",3129,1338.10621487174,0.769042033807723,0.123355335479959,6.23436376558407,4.53617893647473e-10,4.51338406744722e-09,-10
"OL67_000078",1,95461,96381,"+",921,230.642752924297,0.788772890799519,0.227052110700895,3.47397294993043,0.000512812728836982,0.00209570526955051,63
"OL67_000079",1,96444,97388,"+",945,4986.05629218847,0.288022524065174,0.100193370104679,2.87466649504112,0.00404454463611842,0.0130959908086909,96
"OL67_000080",1,97484,98752,"+",1269,683.894352000289,0.377074166578138,0.118555057923986,3.18058270293207,0.00146979179423222,0.00536935009701069,128
"OL67_000081",1,98880,99950,"-",1071,394.343480904973,-0.17251189914848,0.157973549657601,-1.09203027672917,0.27481979352348,0.417243078856366,225
"OL67_000082",1,100175,101416,"+",1242,3210.99177347651,-2.35520726652169,0.149710934702994,-15.7316983638778,9.17175695989817e-56,9.55793620031494e-54,19
"OL67_000083",1,101435,102355,"-",921,647.193817926383,-0.280945917883274,0.114323743278478,-2.45745905291891,0.0139923760935486,0.03795192419894,-3
"OL67_000084",1,102352,102972,"-",621,497.527077984311,-0.318936267103581,0.201151747352771,-1.58555056717576,0.112841297382709,0.213865408665737,12
"OL67_000085",1,102984,103949,"-",966,421.417780789672,-0.479745772957518,0.140781912269439,-3.407723089024,0.000655073357287092,0.00259948432795084,81
"OL67_000086",1,104030,104482,"-",453,333.737603149746,-0.758494595956887,0.144555595580793,-5.24707876515897,1.54529844593092e-07,1.1655965420736e-06,0
"OL67_000087",1,104482,105975,"-",1494,1905.58156570598,-0.752729662192205,0.143732621917336,-5.23701336656281,1.63195877855782e-07,1.22862295876216e-06,4
"OL67_000088",1,105979,106812,"-",834,869.982844430069,-0.787534776035867,0.213067219945926,-3.69617990151528,0.000218867908225147,0.000974934664309991,178
"OL67_000089",1,106990,107928,"-",939,177.462953183588,0.63090546015635,0.232563890229297,2.71282639593923,0.00667120462095694,0.0201972249992274,359
"OL67_000090",1,108287,108910,"+",624,259.786082686092,-0.212919815328336,0.17319975124407,-1.22933095341629,0.218947746382177,0.351087763670593,27
"OL67_000091",1,108937,109485,"-",549,184.406531568584,-0.834024735213736,0.232404006947788,-3.58868483451366,0.000332350324766457,0.00142744824953923,164
"OL67_000092",1,109649,110350,"+",702,230.015397556327,-0.205873588010669,0.208234171970233,-0.988663801252076,0.32282765915718,0.472081805857619,69
"OL67_000093",1,110419,110763,"+",345,511.571772829213,-0.0522234976140459,0.146479703943604,-0.356523779117906,0.721448347327,0.823276948433862,38
"OL67_000094",1,110801,111646,"-",846,435.257929727034,0.0866936965856032,0.146002836575657,0.593780906035204,0.552658661471397,0.690605332731692,12
"OL67_000095",1,111658,113052,"-",1395,1429.84263631593,0.140743738442626,0.10578411712746,1.33048081568845,0.183359903069782,0.309375890991195,299
"OL67_000096",1,113351,113746,"-",396,904.755358726666,-0.563562240616777,0.200345683262696,-2.81294925570134,0.00490893971863926,0.0154526242335544,139
"OL67_000097",1,113885,114535,"+",651,1409.41734959212,0.276800313097527,0.159767328458966,1.73252138448706,0.0831807729978822,0.168316740455602,34
"OL67_000098",1,114569,115723,"-",1155,772.606189479602,-0.363360861755333,0.136395345150238,-2.6640268504405,0.00772113995211758,0.0228860136305282,174
"OL67_000099",1,115897,117075,"+",1179,62.9850200272936,-0.327522218597688,0.2719143999713,-1.20450486856252,0.228394501455539,0.363521794921196,79
"OL67_000100",1,117154,118176,"+",1023,3611.40681812144,0.568756584718331,0.142242271660273,3.99850605646071,6.37435502677742e-05,0.000315530573825482,130
"OL67_000101",1,118306,118641,"+",336,106.197805415385,-0.919654130554797,0.37363846927301,-2.46134754899347,0.0138416209012153,0.0375945259045354,128
"OL67_000102",1,118769,120442,"+",1674,2178.4652322928,0.126253497531043,0.141397632961669,0.892896824979164,0.371912427564512,0.526056412529642,9
"OL67_000103",1,120451,121521,"-",1071,135.006137959849,0.0572060937216195,0.18416809187716,0.310618919588829,0.756090342456348,0.84867283336937,-3
"OL67_000104",1,121518,122549,"-",1032,246.552458631996,-0.0284270019999616,0.136332661300063,-0.208512044941269,0.834829178817001,0.898888721118243,60
"OL67_000105",1,122609,123358,"-",750,249.249159725271,-0.276481811630351,0.141484227928178,-1.95415288105966,0.0506831398071243,0.111642829143614,-7
"OL67_000106",1,123351,124127,"-",777,223.357177240165,-0.408345591942994,0.206441455917602,-1.97802127546504,0.047926306583428,0.106742505101448,93
"OL67_000107",1,124220,125404,"-",1185,2192.79625383268,0.241148960659736,0.136624503259608,1.76504913032704,0.0775555089776045,0.159047030321758,143
"OL67_000108",1,125547,126317,"-",771,610.466236938217,0.0892713263265422,0.149799163720278,0.595940084774037,0.551215253515958,0.689442061839483,138
"OL67_000109",1,126455,127864,"-",1410,246.31869375146,-0.479820362925429,0.200909288591293,-2.3882438004224,0.0169291072142857,0.0446630676672694,229
"OL67_000110",1,128093,128527,"+",435,358.697158142886,0.0428113563773038,0.20503950267984,0.208795650680795,0.834607766763141,0.898888721118243,10
"OL67_000111",1,128537,129811,"-",1275,542.780145462831,-0.410747978357546,0.11866232224635,-3.46148609416904,0.000537201872100792,0.00218410617404429,-7
"OL67_000112",1,129804,131381,"-",1578,1069.71390529166,-0.39263573305018,0.194415589367327,-2.01956918335564,0.0434280943682832,0.0987228781276701,206
"OL67_000113",1,131587,132405,"+",819,570.58753409059,-0.00172565991463505,0.165313415948213,-0.0104387166929975,0.991671260375696,0.996279226630299,99
"OL67_000114",1,132504,134180,"+",1677,387.612546030927,0.58230859952115,0.153231820292707,3.8001806570516,0.000144590639508258,0.000664244701221231,40
"OL67_000115",1,134220,135059,"+",840,223.423765912149,0.493143094112146,0.216488815344978,2.27791488131299,0.0227316494716175,0.0572629337834638,306
"OL67_000116",1,135365,136489,"+",1125,5322.77579183593,-0.27683457826888,0.131022454162486,-2.11287889574689,0.0346111346341447,0.0820719120665946,154
"OL67_000117",1,136643,137755,"+",1113,230.014377079791,0.467336115992697,0.223516065143833,2.09083904412851,0.0365424948068571,0.0855523058748207,14
"OL67_000118",1,137769,138689,"+",921,274.576517490385,0.482251357975321,0.205163235632074,2.35057395390351,0.0187444823935104,0.0488343093936193,-3
"OL67_000119",1,138686,140011,"+",1326,404.030302309934,0.137278869125315,0.149209348612938,0.920042010781969,0.357550805969332,0.509500248880372,101
"OL67_000120",1,140112,143585,"-",3474,2774.28913591035,-0.813114520771424,0.164355184502952,-4.94730070870882,7.5249681755327e-07,5.14661035839542e-06,267
"OL67_000121",1,143852,146245,"+",2394,1138.77388299184,-0.886072111264772,0.132724857905099,-6.67600723218201,2.45539857192823e-11,2.84309308328532e-10,8
"OL67_000122",1,146253,146873,"-",621,95.5770403322384,0.0563598005968556,0.306463768953011,0.183903633337803,0.854089054433905,0.908805906721597,1480
"OL67_000124",1,148353,149624,"+",1272,775.49280926334,0.216024364173176,0.16521492894291,1.30753537561865,0.191030948629305,0.319631115257034,0
"OL67_000125",1,149624,150100,"+",477,515.793260195701,0.091442686363822,0.190325644565417,0.480453837803198,0.630904719987288,0.753432657162141,-3
"OL67_000126",1,150097,150639,"+",543,136.157488752017,0.242199573461311,0.197033985795811,1.22922739690353,0.218986559663223,0.351087763670593,70
"OL67_000127",1,150709,152010,"+",1302,1523.78905885641,0.232086537200634,0.16177518823468,1.43462381180454,0.151394325402647,0.267166456592906,163
"OL67_000128",1,152173,152652,"+",480,902.437026491473,-0.16782914403074,0.12496092880982,-1.34305294966366,0.179254829124814,0.304003907209534,4
"OL67_000129",1,152656,153114,"+",459,294.017368010283,-0.0569186225895233,0.255261795473934,-0.222981361091834,0.823550013012498,0.892029007529949,-3
"OL67_000130",1,153111,153506,"+",396,256.28143874168,-0.17798361838708,0.144510347197543,-1.23163234909248,0.218086451229916,0.350496082333794,0
"OL67_000131",1,153506,154096,"+",591,48.1216726492804,-0.290778363171237,0.258216642632416,-1.12610233099954,0.260122207499749,0.401245439318451,23
"OL67_000132",1,154119,154997,"+",879,371.635585068769,-0.0362198999318534,0.181325023775639,-0.199751248766798,0.841675130663913,0.902336078648933,85
"OL67_000133",1,155082,155300,"+",219,1077.70637854152,0.189390153211832,0.300462573919218,0.630328598804959,0.528479615476491,0.671486367374467,201
"OL67_000134",1,155501,156082,"+",582,553.97126464313,0.187164747778483,0.168201116889675,1.1127437869586,0.265818484023773,0.408158664883343,-3
"OL67_000135",1,156079,157101,"+",1023,650.770929844189,0.23010835024594,0.165941413666968,1.38668428309132,0.165538055199346,0.284765724843359,-3
"OL67_000136",1,157098,157280,"+",183,280.37824631905,0.0585376146472206,0.190592804388847,0.307134442115622,0.758741042797475,0.850663134544411,188
"OL67_000138",1,157468,158580,"-",1113,725.373743227379,-0.179549337560301,0.150843980677922,-1.19029832515273,0.233929158842813,0.369804179248518,0
"OL67_000139",1,158580,158816,"-",237,9.30285901187203,1.14737201252754,0.658207488960397,1.74317678205052,0.0813027397903211,0.165244566655776,13
"OL67_000140",1,158829,159044,"-",216,13.1090142637704,0.151824120418354,0.582856168471942,0.260482995000957,0.794491230724635,0.874912478773513,126
"OL67_000141",1,159170,159565,"+",396,503.179299154049,-0.38074843500118,0.235062096430123,-1.61977809601628,0.10527995314892,0.202776563458036,9
"OL67_000142",1,159574,159816,"+",243,317.294822085052,-0.361806834436512,0.333562662782115,-1.08467426005904,0.278065952052698,0.4212475784731,888
"OL67_000143",1,160704,163802,"+",3099,3595.95681699302,-0.166637403723776,0.0841362483104716,-1.98056613017574,0.04763995038273,0.106224213691222,-3
"OL67_000144",1,163799,164455,"+",657,771.244113883851,-0.041614643587492,0.129357641467958,-0.321702244376495,0.747678277402749,0.843054094110162,282
"OL67_000145",1,164737,165165,"-",429,870.326756335922,-0.122798895096547,0.15610177643802,-0.78665917774039,0.431481407084742,0.586745990806008,203
"OL67_000146",1,165368,165733,"-",366,1136.16775772108,0.439817586358445,0.259579793086756,1.69434446775852,0.0901998452910921,0.180325992582248,348
"OL67_000147",1,166081,166500,"-",420,382.194856677463,0.00908304150019207,0.146100029983968,0.0621700180430405,0.950427438423702,0.971777086537015,77
"OL67_000148",1,166577,166966,"+",390,24.5288090671452,0.263843964303581,0.358548349970248,0.735867183116237,0.461811530432395,0.615745339092954,14
"OL67_000149",1,166980,167285,"+",306,48.6190210617548,-0.0355186665479863,0.271047877138449,-0.131042039225578,0.8957420516272,0.937156809628457,10
"OL67_000150",1,167295,167549,"+",255,27.5899967875204,-0.247807871533309,0.329351155301937,-0.752412334203376,0.451803131433188,0.60689972879085,-3
"OL67_000151",1,167546,167755,"+",210,20.4448944697957,-0.45295915144215,0.395432891868356,-1.14547666811932,0.252011755088974,0.391974293068476,12
"OL67_000152",1,167767,169200,"+",1434,109.352144488156,0.0497965055864154,0.224080321755885,0.222226142823305,0.824137843849559,0.892177654905482,244
"OL67_000153",1,169444,169998,"+",555,314.820342994684,0.0400113496328928,0.250090848690518,0.159987259999289,0.872891109993775,0.92152727154768,184
"OL67_000154",1,170182,170481,"-",300,67.7717416327246,0.398508679294755,0.380313379190309,1.0478429135025,0.294710987282199,0.441355369102363,-3
"OL67_000155",1,170478,171374,"-",897,38.0943245326791,-0.0992786269484673,0.303216606373206,-0.327418171900099,0.743351624049685,0.839849481094651,3
"OL67_000156",1,171377,171613,"-",237,5.76510128776464,-0.0472989504643197,0.722668783163998,-0.0654503855241052,0.947815408198758,0.969607082528308,3
"OL67_000157",1,171616,172320,"-",705,17.1234499745606,-0.223570637040775,0.484508651567117,-0.461437863529675,0.644484491574253,0.764577167955075,-3
"OL67_000158",1,172317,172793,"-",477,26.2553859724336,-0.0493666246547644,0.362940646092057,-0.136018451463942,0.89180669436749,0.934756688513876,36
"OL67_000159",1,172829,174040,"-",1212,20.836542131719,-0.171884863973899,0.361047447443111,-0.476072785422427,0.634022524580265,0.755560998296073,61
"OL67_000160",1,174101,174826,"-",726,25.6111181807652,-0.670202218944477,0.337842321139614,-1.98377224228078,0.0472812358638018,0.105841545517612,1765
"OL67_000161",1,176591,177925,"+",1335,441.626499367964,0.456516036962453,0.179980776800558,2.53647108917822,0.0111975988170464,0.0314485754010664,651
"OL67_000162",1,178576,180633,"-",2058,1132.34548590306,-0.438646916552047,0.218929172996336,-2.00360194371806,0.0451127174869049,0.102083634998939,33
"OL67_000163",1,180666,182123,"-",1458,799.7445109034,-0.0699568198805849,0.135742838609153,-0.515362877315488,0.606299468369639,0.735290128657448,-3
"OL67_000164",1,182120,183697,"-",1578,773.515962811648,-0.0484376930399381,0.202725942852039,-0.238931891786986,0.811158395567694,0.884412788118961,-3
"OL67_000165",1,183694,184719,"-",1026,576.921664262139,-0.0414904035340252,0.153654184156148,-0.270024560423694,0.78714135871069,0.86875133235628,9
"OL67_000166",1,184728,185171,"-",444,479.23804029884,-0.3645981043796,0.212335242125306,-1.71708709647191,0.0859632594765495,0.173238935128313,188
"OL67_000167",1,185359,185997,"-",639,1083.21975895147,-0.0122019987110242,0.169794048148087,-0.0718635243349763,0.942710518329927,0.967383688154058,115
"OL67_000168",1,186112,186531,"-",420,7583.12343056073,-0.50706841264095,0.147686550279413,-3.43340955341981,0.000596041027177687,0.00240114187957644,370
"OL67_000169",1,186901,187698,"-",798,502.204200631991,0.108364973904564,0.285132411496894,0.380051406066631,0.703907256402289,0.80984100387945,393
"OL67_000170",1,188091,189041,"+",951,649.728613686896,-1.25496684631823,0.193187649432757,-6.49610288236903,8.24272990528567e-11,9.14319619745973e-10,2
"OL67_000171",1,189043,189840,"+",798,474.434713610518,-1.52797799303533,0.186886496187541,-8.17596789605387,2.93500141511916e-16,4.98824274844286e-15,-7
"OL67_000172",1,189833,190609,"+",777,1136.06010801854,-1.13279349329524,0.14793827015927,-7.65720385993211,1.90024870575587e-14,2.86121097900884e-13,-3
"OL67_000173",1,190606,191802,"+",1197,675.78792829338,-1.03947928068553,0.153979766012121,-6.75075243719816,1.47080375249007e-11,1.74382720355111e-10,42
"OL67_000174",1,191844,192971,"+",1128,1085.47217147423,-1.15352778378898,0.127784251705117,-9.02715137739298,1.76198589703339e-19,3.79210008274578e-18,113
"OL67_000175",1,193084,193590,"-",507,3985.7935467342,-3.71305246104409,0.244103394472093,-15.2109824981094,2.99021481912561e-52,2.81934540088986e-50,51
"OL67_000176",1,193641,193961,"-",321,47.2390949999545,-0.951305735494029,0.287414561264373,-3.30987313693891,0.000933382652980611,0.00355061989030088,246
"OL67_000177",1,194207,195052,"+",846,520.612711286186,-0.225381285498665,0.143295989945451,-1.57283735284192,0.115756484115515,0.218275727139324,111
"OL67_000178",1,195163,195324,"+",162,277.200705598698,-0.222816253631061,0.223790960521073,-0.995644565411659,0.319422873313042,0.468263665401768,106
"OL67_000179",1,195430,196758,"-",1329,729.009007382192,-0.402290618525565,0.176144323255845,-2.28386933560866,0.0223792112707957,0.0565880051077959,110
"OL67_000180",1,196868,197977,"+",1110,251.216399309238,-0.509892181056709,0.308789273369156,-1.65126260861768,0.0986849637964562,0.193941665823309,33
"OL67_000181",1,198010,199281,"-",1272,575.688496708029,-0.381430574643813,0.107996670515892,-3.53187346259608,0.000412626751760351,0.00172910257880528,93
"OL67_000182",1,199374,199778,"-",405,198.236314307962,1.26139568454738,0.149244407218947,8.45187908915655,2.86651376836091e-17,5.32929320314986e-16,80
"OL67_000183",1,199858,201099,"+",1242,2185.91029026378,4.07761581329119,0.206807475469609,19.7169652790932,1.54207873710869e-86,5.08885983245868e-84,63
"OL67_000184",1,201162,201419,"-",258,117.221369852133,4.82725651389078,0.377750536749238,12.7789534210384,2.14942348969698e-37,1.18218291933334e-35,137
"OL67_000185",1,201556,202269,"+",714,675.250231447873,0.0324547607889614,0.150867191338921,0.215121395851085,0.82967267292101,0.896698631213755,236
"OL67_000186",1,202505,203674,"-",1170,1940.72067598193,-0.56398307717256,0.110569401441205,-5.10071565750906,3.38371584210786e-07,2.45862655683433e-06,-3
"OL67_000187",1,203671,205845,"-",2175,3366.46706999652,-0.473929108101523,0.0951426096612423,-4.98124982895634,6.31749171611788e-07,4.42001187205421e-06,189
"OL67_000188",1,206034,207353,"-",1320,2528.94540777526,-0.790783120291701,0.124694110353161,-6.34178405100313,2.27119529018094e-10,2.3856587132935e-09,89
"OL67_000189",1,207442,211134,"-",3693,25735.4076227144,-0.698834602809676,0.138377700153175,-5.05019668657677,4.41355388989251e-07,3.14346643956373e-06,705
"OL67_000190",1,211839,213773,"+",1935,8632.33133308557,-1.29267742291958,0.255205110511457,-5.06524896907011,4.0786693298097e-07,2.91543872672318e-06,22
"OL67_000191",1,213795,215132,"+",1338,2674.29379528424,-1.32370226624673,0.207107750107091,-6.39137002628953,1.64405994598809e-10,1.7595884827332e-09,-13
"OL67_000192",1,215119,216627,"+",1509,1365.19562161626,-0.926203555988456,0.176058312145944,-5.26077720897765,1.43447760155589e-07,1.08407085919109e-06,8
"OL67_000193",1,216635,217300,"-",666,446.294711636999,-0.331031512685937,0.114096239053985,-2.90133588478152,0.00371575357697384,0.0121405809940729,179
"OL67_000194",1,217479,218594,"-",1116,3321.85425564454,-0.25117225170757,0.139568650407227,-1.79963230263179,0.0719187169731397,0.149265261642365,330
"OL67_000195",1,218924,221440,"+",2517,235.478128144025,-0.632509534504774,0.245038475474896,-2.58126620025259,0.00984386436749355,0.0283060599744602,-3
